Sentença;Entidade 1;Tipo Entidade 1;Relacao;Entidade 2;Tipo Entidade 2
O Modalmais, em parceria com a Icatu Seguros, anunciou nesta sexta-feira 17 o lançamento do Plano de Previdência Privada, produto integrado à plataforma do banco que permite a realização de simulações, contratações, aportes e portabilidades de reservas de diferentes planos de previdência.;Modalmais;LOC;em parceria com;Icatu Seguros;MISC
O Modalmais, em parceria com a Icatu Seguros, anunciou nesta sexta-feira 17 o lançamento do Plano de Previdência Privada, produto integrado à plataforma do banco que permite a realização de simulações, contratações, aportes e portabilidades de reservas de diferentes planos de previdência.;Plano de Previdência Privada;MISC;;Icatu Seguros;MISC
O Nubank anunciou que vai oferecer o PIX, plataforma de pagamentos instantâneos, de maneira gratuita para os clientes da sua conta PJ.;PIX;MISC;anunciou que vai oferecer o;Nubank;ORG
O PIX, sistema brasileiro de pagamentos instantâneos desenvolvido pelo Banco Central , possibilitará a criação de novos serviços financeiros atrelados a ele.;Banco Central;ORG;sistema brasileiro de pagamentos instantâneos desenvolvido pelo;PIX;MISC
O Pronampe Microcrédito conta com a parceria do Sebrae.;Pronampe Microcrédito;LOC;conta com a parceria do;Sebrae;ORG
O Rappi anunciou o lançamento de uma plataforma de bem estar em parceria com a Mude, plataforma de wellness media, dentro de seu superapp.;Rappi;LOC;anunciou o lançamento de uma plataforma de bem estar em parceria com;Mude;LOC
O SCCSBT lançou em parceria com o Sicoob, o quadro Tempo de Valor.;Tempo de Valor;MISC;;Sicoob;ORG
O SCCSBT lançou em parceria com o Sicoob, o quadro Tempo de Valor.;Tempo de Valor;MISC;;SCCSBT;ORG
O SCCSBT lançou em parceria com o Sicoob, o quadro Tempo de Valor.;Sicoob;ORG;lançou em parceria com;SCCSBT;ORG
O Safra lança nesta semana o banco digital AgZero, que marca a entrada da instituição financeira no segmento de varejo.;AgZero;PER;lança nesta semana o;Safra;ORG
O Santander anunciou nesta terça-feira que acertou a compra de 80% da Gira, fintech de recebíveis do agronegócio, sem revelar valores.;Santander;PER;anunciou nesta terça-feira que acertou a compra de;Gira;LOC
O SuperMini é o equipamento mais compacto da marca C6 Pay.;SuperMini;MISC;é o equipamento mais compacto da;C6 Pay;MISC
O Tempo de Valor também contou com dicas do educador financeiro e supervisor do Instituto Sicoob, Juliano Fernandes, que falou sobre a relação com o dinheiro.;Instituto Sicoob;LOC;;Tempo de Valor;MISC
O Tempo de Valor também contou com dicas do educador financeiro e supervisor do Instituto Sicoob, Juliano Fernandes, que falou sobre a relação com o dinheiro.;Instituto Sicoob;LOC;supervisor do;Juliano Fernandes;PER
O Tempo de Valor também contou com dicas do educador financeiro e supervisor do Instituto Sicoob, Juliano Fernandes, que falou sobre a relação com o dinheiro.;Tempo de Valor;MISC;contou com dicas do;Juliano Fernandes;PER
O conceito, diz Henriques, foi misturar o negócio de nicho, quase um bistrô de fundos , que é o valor das casas independentes , com a infraestrutura de um banco do tamanho do Itaú.;Itaú;PER;;Henriques;PER
O concorrente do Chromecast chega ao país por R$ 349,90 com fabricação nacional, realizada em Manaus.;Chromecast;ORG;;Manaus;LOC
O modelo, que já funciona desde o final de fevereiro em fase de testes, em São Paulo, começa agora a ser escalonado, ficando disponível para ser ativado pelos mais de 45 mil estabelecimentos comerciais em todo o Brasil que já trabalham com as maquininhas C6 Pay em captura de vendas presenciais.;São Paulo;LOC;;Brasil;LOC
O modelo, que já funciona desde o final de fevereiro em fase de testes, em São Paulo, começa agora a ser escalonado, ficando disponível para ser ativado pelos mais de 45 mil estabelecimentos comerciais em todo o Brasil que já trabalham com as maquininhas C6 Pay em captura de vendas presenciais.;São Paulo;LOC;;C6 Pay;MISC
O modelo, que já funciona desde o final de fevereiro em fase de testes, em São Paulo, começa agora a ser escalonado, ficando disponível para ser ativado pelos mais de 45 mil estabelecimentos comerciais em todo o Brasil que já trabalham com as maquininhas C6 Pay em captura de vendas presenciais.;Brasil;LOC;;C6 Pay;MISC
O restante fica com a Caixa 36,889% e com o Bradesco diretamente 6,142%.;Caixa;ORG;;Bradesco;ORG
O sinal verde da autarquia é imprescindível, porque o projeto do BS2 Empresas parte do conceito do PIX , ferramenta para fazer transferências e pagar contas desenvolvida e habilitada pelo BC , e somente as instituições habilitadas podem oferecer essa tecnologia.;BC;ORG;ferramenta para fazer transferências e pagar contas desenvolvida e habilitada pelo;PIX;MISC
O sinal verde da autarquia é imprescindível, porque o projeto do BS2 Empresas parte do conceito do PIX , ferramenta para fazer transferências e pagar contas desenvolvida e habilitada pelo BC , e somente as instituições habilitadas podem oferecer essa tecnologia.;BC;ORG;;BS2 Empresas;MISC
O sinal verde da autarquia é imprescindível, porque o projeto do BS2 Empresas parte do conceito do PIX , ferramenta para fazer transferências e pagar contas desenvolvida e habilitada pelo BC , e somente as instituições habilitadas podem oferecer essa tecnologia.;PIX;MISC;parte do conceito do;BS2 Empresas;MISC
Os clientes do ING na Bélgica agora podem ver todas as suas assinaturas em um só lugar, podem cancelar as indesejadas com um clique e encontrar e mudar para fornecedores mais adequados.;Bélgica;LOC;na;ING;LOC
Os recursos emprestados às pequenas e médias empresas por têm garantia do Tesouro, que fez o terceiro aporte de R$ 5 bilhões no Peac, de um total que pode chegar até R$ 20 bilhões.;Tesouro;LOC;que fez o terceiro aporte de R$ 5 bilhões no;Peac;MISC
Para o Brazil Journal, o desafio está além de tentar penetrar um dos mercados mais disputados da economia, pois a PagSeguro não tem histórico em crédito nem experiência em investimentos.;PagSeguro;MISC;;Brazil Journal;ORG
Para promover o financiamento do imóvel 100% digital, o Imovelweb realizou uma parceria com a Credihome, plataforma que oferece o maior portfólio digital de crédito imobiliário do Brasil.;Imovelweb;LOC;realizou uma parceria com;Credihome;LOC
Para promover o financiamento do imóvel 100% digital, o Imovelweb realizou uma parceria com a Credihome, plataforma que oferece o maior portfólio digital de crédito imobiliário do Brasil.;Imovelweb;LOC;;Brasil;LOC
Para promover o financiamento do imóvel 100% digital, o Imovelweb realizou uma parceria com a Credihome, plataforma que oferece o maior portfólio digital de crédito imobiliário do Brasil.;Credihome;LOC;plataforma que oferece o maior portfólio digital de crédito imobiliário do;Brasil;LOC
Pelo acordo, o BTG terá o EQI como contratado e apoiará o novo parceiro no processo de criação de uma corretora.;EQI;LOC;terá o;BTG;MISC
Por se tratar de produto lastreado não é feita consulta ao SPC e SERASA.;SERASA;ORG;;SPC;ORG
Primeiro mudamos o banco para depois mudar a marca”, afirma Ana Karina Dias, que assumiu a presidência do Bmg em fevereiro deste ano.;Ana Karina Dias;PER;assumiu a presidência do;Bmg;PER
Quase 60% dos recursos devem ir para a Pese, uma linha administrada pelo BNDES para subsidiar a folha de pagamento das PMEs e que ainda precisa mostrar a que veio.;Pese;LOC;;PMEs;ORG
Quase 60% dos recursos devem ir para a Pese, uma linha administrada pelo BNDES para subsidiar a folha de pagamento das PMEs e que ainda precisa mostrar a que veio.;Pese;LOC;uma linha administrada pelo;BNDES;ORG
Quase 60% dos recursos devem ir para a Pese, uma linha administrada pelo BNDES para subsidiar a folha de pagamento das PMEs e que ainda precisa mostrar a que veio.;PMEs;ORG;;BNDES;ORG
Recentemente, o Guiabolso firmou acordo com a Icatu Seguros para vender seguro de vida no aplicativo;Guiabolso;MISC;firmou acordo com;Icatu Seguros;MISC
O UBS e o BB criarão uma joint venture quando duas empresas se unem para criarem uma terceira, com 50,01% do capital nas mãos do banco suíço e 49,99% pertencentes ao BB Banco de Investimento.;UBS;ORG;;BB Banco de Investimento;ORG
O UBS e o BB criarão uma joint venture quando duas empresas se unem para criarem uma terceira, com 50,01% do capital nas mãos do banco suíço e 49,99% pertencentes ao BB Banco de Investimento.;UBS;ORG;criarão uma joint venture;BB;MISC
O UBS e o BB criarão uma joint venture quando duas empresas se unem para criarem uma terceira, com 50,01% do capital nas mãos do banco suíço e 49,99% pertencentes ao BB Banco de Investimento.;BB Banco de Investimento;ORG;;BB;MISC
Segundo os dados mais recentes disponíveis na base de dados do BC, o Ficsa tem R$ 24,349 milhões em ativos e uma carteira de crédito de R$ 77 mil, com apenas duas agências.;BC;ORG;;Ficsa;MISC
Uma oferta que tem se tornado comum são as tags eletrônicas para veículos, que permitem que os motoristas passem rapidamente por pedágios, estacionamentos dentre outros sem precisar tirar a carteira do bolso para fazer o pagamento, como o Sem Parar, Veloe, ConectCar e Taggy.;Veloe;ORG;;ConectCar;MISC
Uma oferta que tem se tornado comum são as tags eletrônicas para veículos, que permitem que os motoristas passem rapidamente por pedágios, estacionamentos dentre outros sem precisar tirar a carteira do bolso para fazer o pagamento, como o Sem Parar, Veloe, ConectCar e Taggy.;Veloe;ORG;;Sem Parar;MISC
Uma oferta que tem se tornado comum são as tags eletrônicas para veículos, que permitem que os motoristas passem rapidamente por pedágios, estacionamentos dentre outros sem precisar tirar a carteira do bolso para fazer o pagamento, como o Sem Parar, Veloe, ConectCar e Taggy.;ConectCar;MISC;;Taggy;LOC
É o que mostra um levantamento feito pelo aplicativo de educação financeira para jovens Blu by BS2, do Banco BS2.;Banco BS2;ORG;do;Blu by BS2;MISC
O Santander Brasil vai investir R$ 90 milhões nos próximos três anos para reformular a área de seguros, operada no país e na América Latina via uma joint venture com a suíça Zurich.;Santander Brasil;ORG;;América Latina;LOC
O Santander Brasil vai investir R$ 90 milhões nos próximos três anos para reformular a área de seguros, operada no país e na América Latina via uma joint venture com a suíça Zurich.;Santander Brasil;ORG;;Zurich;PER
O Santander Brasil vai investir R$ 90 milhões nos próximos três anos para reformular a área de seguros, operada no país e na América Latina via uma joint venture com a suíça Zurich.;América Latina;LOC;;Zurich;PER
À frente do projeto está Marcelo Labuto, ex-presidente do Banco do Brasil, que tem passagem pela BB Seguridade e que chegou ao Santander em abril para a diretoria de varejo, mas logo se deparou com os escritórios vazios devido à quarentena.;Banco do Brasil;ORG;;BB Seguridade;ORG
À frente do projeto está Marcelo Labuto, ex-presidente do Banco do Brasil, que tem passagem pela BB Seguridade e que chegou ao Santander em abril para a diretoria de varejo, mas logo se deparou com os escritórios vazios devido à quarentena.;Banco do Brasil;ORG;;Santander;ORG
À frente do projeto está Marcelo Labuto, ex-presidente do Banco do Brasil, que tem passagem pela BB Seguridade e que chegou ao Santander em abril para a diretoria de varejo, mas logo se deparou com os escritórios vazios devido à quarentena.;Banco do Brasil;ORG;ex-presidente do;Marcelo Labuto;PER
À frente do projeto está Marcelo Labuto, ex-presidente do Banco do Brasil, que tem passagem pela BB Seguridade e que chegou ao Santander em abril para a diretoria de varejo, mas logo se deparou com os escritórios vazios devido à quarentena.;BB Seguridade;ORG;;Santander;ORG
À frente do projeto está Marcelo Labuto, ex-presidente do Banco do Brasil, que tem passagem pela BB Seguridade e que chegou ao Santander em abril para a diretoria de varejo, mas logo se deparou com os escritórios vazios devido à quarentena.;BB Seguridade;ORG;que tem passagem pela;Marcelo Labuto;PER
À frente do projeto está Marcelo Labuto, ex-presidente do Banco do Brasil, que tem passagem pela BB Seguridade e que chegou ao Santander em abril para a diretoria de varejo, mas logo se deparou com os escritórios vazios devido à quarentena.;Santander;ORG;chegou ao;Marcelo Labuto;PER
Ao seu lado na empreitada de reformular a área de seguros está Felipe Bottino, que antes era executivo-chefe da Pi, a plataforma de investimentos do banco.;Pi;ORG;que antes era executivo-chefe da;Felipe Bottino;PER
O Santander planeja unir os negócios Openbank e Santander Consumer Finance para criar um banco digital global de consumo.;Openbank;PER;;Santander Consumer Finance;PER
O Santander planeja unir os negócios Openbank e Santander Consumer Finance para criar um banco digital global de consumo.;Openbank;PER;planeja unir os negócios;Santander;LOC
O Santander planeja unir os negócios Openbank e Santander Consumer Finance para criar um banco digital global de consumo.;Santander Consumer Finance;PER;planeja unir os negócios;Santander;LOC
O Santander, reconhecido pelo seu apoio e atuação junto à gastronomia, apresenta a 1ª edição do Festival Delivery Rio, que acontece entre os dias 25 de junho a 19 de julho, por intermédio do site oficial.;Festival Delivery Rio;MISC;apresenta a 1ª edição do;Santander;PER
O Sebrae firmou um acordo de colaboração técnica com a Caixa Econômica Federal para desenvolver ações de orientação empresarial e educação financeira de empreendedores.;Sebrae;ORG;firmou um acordo de colaboração técnica com;Caixa Econômica Federal;ORG
O Sebrae-SP e as principais instituições financeiras do País promovem nesta quinta e sexta-feira dias 16 e 17, o evento Crédito Emergencial.;Crédito Emergencial;PER;;País;LOC
O Sebrae-SP e as principais instituições financeiras do País promovem nesta quinta e sexta-feira dias 16 e 17, o evento Crédito Emergencial.;Crédito Emergencial;PER;promovem;Sebrae-SP;ORG
O Sebrae-SP e as principais instituições financeiras do País promovem nesta quinta e sexta-feira dias 16 e 17, o evento Crédito Emergencial.;País;LOC;;Sebrae-SP;ORG
O Sicoob realizou, seu primeiro Feirão de Agronegócios totalmente virtual.;Sicoob;ORG;realizou;Feirão de Agronegócios;MISC
O sistema registrou mais de 31 mil acessos na página do Feirão, organizado dentro do App Sicoob Moob.;App Sicoob Moob;ORG;organizado dentro do;Feirão;MISC
Antes do evento, o aplicativo contava com 8 mil produtores rurais cadastrados e, após o fim do Feirão, o Sicoob Moob conta com 16 mil cooperados produtores registrados.;Feirão;MISC;;Sicoob Moob;LOC
O Starling Bank vai lançar seu cartão de débito Kite, que pode ser usado por crianças com menos de 16 anos para gastar online, na loja e sacar dinheiro em caixas eletrônicos.;Kite;MISC;vai lançar seu cartão de débito;Starling Bank;PER
O Walmart anunciou nesta terça-feira 01 que seu novo programa de fidelidade será lançado dia 15 de setembro, nos Estados Unidos.;Estados Unidos;LOC;;Walmart;ORG
A plataforma, que considera a Índia seu maior mercado, com 400 milhões de usuários, já se associou a bancos como o Icici Bank e o HDFC Bank, permitindo que eles se comuniquem com clientes com mensagens de texto automatizadas.;HDFC Bank;MISC;;Icici Bank;MISC
A plataforma, que considera a Índia seu maior mercado, com 400 milhões de usuários, já se associou a bancos como o Icici Bank e o HDFC Bank, permitindo que eles se comuniquem com clientes com mensagens de texto automatizadas.;HDFC Bank;MISC;;Índia;LOC
A plataforma, que considera a Índia seu maior mercado, com 400 milhões de usuários, já se associou a bancos como o Icici Bank e o HDFC Bank, permitindo que eles se comuniquem com clientes com mensagens de texto automatizadas.;Icici Bank;MISC;;Índia;LOC
O X Lab, da Alphabet, holding que controla o Google, criou um robô agricultor Plant Buggy, que coleta dados de plantações nos Estados Unidos.;Alphabet;LOC;da;X Lab;MISC
O X Lab, da Alphabet, holding que controla o Google, criou um robô agricultor Plant Buggy, que coleta dados de plantações nos Estados Unidos.;Alphabet;LOC;;Plant Buggy;PER
O X Lab, da Alphabet, holding que controla o Google, criou um robô agricultor Plant Buggy, que coleta dados de plantações nos Estados Unidos.;Alphabet;LOC;holding que controla o;Google;ORG
O X Lab, da Alphabet, holding que controla o Google, criou um robô agricultor Plant Buggy, que coleta dados de plantações nos Estados Unidos.;Alphabet;LOC;;Estados Unidos;LOC
O X Lab, da Alphabet, holding que controla o Google, criou um robô agricultor Plant Buggy, que coleta dados de plantações nos Estados Unidos.;X Lab;MISC;criou um robô agricultor;Plant Buggy;PER
O X Lab, da Alphabet, holding que controla o Google, criou um robô agricultor Plant Buggy, que coleta dados de plantações nos Estados Unidos.;X Lab;MISC;;Google;ORG
O X Lab, da Alphabet, holding que controla o Google, criou um robô agricultor Plant Buggy, que coleta dados de plantações nos Estados Unidos.;X Lab;MISC;;Estados Unidos;LOC
O X Lab, da Alphabet, holding que controla o Google, criou um robô agricultor Plant Buggy, que coleta dados de plantações nos Estados Unidos.;Plant Buggy;PER;;Google;ORG
O X Lab, da Alphabet, holding que controla o Google, criou um robô agricultor Plant Buggy, que coleta dados de plantações nos Estados Unidos.;Plant Buggy;PER;que coleta dados de plantações nos;Estados Unidos;LOC
O X Lab, da Alphabet, holding que controla o Google, criou um robô agricultor Plant Buggy, que coleta dados de plantações nos Estados Unidos.;Google;ORG;;Estados Unidos;LOC
No processo de transformação de serviços do Safra, que vem buscando um público mais amplo, o banco também mudou o posicionamento do SafraPay.;Safra;LOC;mudou o posicionamento do;SafraPay;MISC
A confiança e a segurança são primordiais para a saúde dos negócios e, nesse momento, viraram diferenciais competitivos no mercado, afirma Guilherme Evans, sócio de Customer e Marketing da Deloitte.;Guilherme Evans;PER;sócio de;Customer e Marketing;LOC
A confiança e a segurança são primordiais para a saúde dos negócios e, nesse momento, viraram diferenciais competitivos no mercado, afirma Guilherme Evans, sócio de Customer e Marketing da Deloitte.;Guilherme Evans;PER;;Deloitte;LOC
A confiança e a segurança são primordiais para a saúde dos negócios e, nesse momento, viraram diferenciais competitivos no mercado, afirma Guilherme Evans, sócio de Customer e Marketing da Deloitte.;Customer e Marketing;LOC;da;Deloitte;LOC
O anúncio foi divulgado nesta quarta-feira 8, e Didi afirmou ter assinado um acordo com o Instituto de Pesquisa de Moedas Digitais do Banco Popular da China para testar o yuan digital, mais conhecido como moeda digital de pagamento eletrônico DCEP.;Instituto de Pesquisa de Moedas Digitais do Banco Popular da China;LOC;;Didi;PER
O aplicativo do PicPay não conta mais com o Banco Original na opção de depósitos, o que causou estranheza em alguns usuários.;PicPay;ORG;não conta mais com;Banco Original;ORG
Os shopping centers estão trazendo fintechs startups financeiras para fazer o financiamento dos lojistas, conta Carlos Eduardo Ferrari, presidente da Comissão de Mercado de Capitais e Direito Societário do Instituto Brasileiro de Direito Imobiliário.;Carlos Eduardo Ferrari;PER;presidente da;Comissão de Mercado de Capitais e Direito Societário do Instituto Brasileiro de Direito Imobiliário;ORG
O bairro Cobilândia, em Vila Velha, vai receber a primeira agência do Sicoob, nesta segunda-feira 15, na Avenida Carlos Lindenberg.;Cobilândia;LOC;na;Avenida Carlos Lindenberg;LOC
O bairro Cobilândia, em Vila Velha, vai receber a primeira agência do Sicoob, nesta segunda-feira 15, na Avenida Carlos Lindenberg.;Cobilândia;LOC;em;Vila Velha;LOC
O bairro Cobilândia, em Vila Velha, vai receber a primeira agência do Sicoob, nesta segunda-feira 15, na Avenida Carlos Lindenberg.;Cobilândia;LOC;vai receber a primeira agência do;Sicoob;ORG
O bairro Cobilândia, em Vila Velha, vai receber a primeira agência do Sicoob, nesta segunda-feira 15, na Avenida Carlos Lindenberg.;Avenida Carlos Lindenberg;LOC;;Vila Velha;LOC
O bairro Cobilândia, em Vila Velha, vai receber a primeira agência do Sicoob, nesta segunda-feira 15, na Avenida Carlos Lindenberg.;Avenida Carlos Lindenberg;LOC;;Sicoob;ORG
O bairro Cobilândia, em Vila Velha, vai receber a primeira agência do Sicoob, nesta segunda-feira 15, na Avenida Carlos Lindenberg.;Vila Velha;LOC;;Sicoob;ORG
Arno Kerckhoff, presidente do Sicoob Centro-Serrano, destaca que o objetivo, com a nova unidade, é o de atender pessoas e empresas com soluções competitivas e mais vantajosas em relação ao mercado convencional, orientando o acesso a esses serviços de forma consciente e contribuindo para a retomada gradual das atividades.;Arno Kerckhoff;PER;presidente do;Sicoob Centro-Serrano;ORG
O banco Santander e o grupo 3 Corações lançam a primeira edição do Food Delivery Series, um festival gastronômico que visa incentivar as entregas por delivery de pequenos negócios.;Santander;ORG;;Corações;MISC
O banco Santander e o grupo 3 Corações lançam a primeira edição do Food Delivery Series, um festival gastronômico que visa incentivar as entregas por delivery de pequenos negócios.;Santander;ORG;lançam a primeira edição do;Food Delivery Series;MISC
O banco Santander e o grupo 3 Corações lançam a primeira edição do Food Delivery Series, um festival gastronômico que visa incentivar as entregas por delivery de pequenos negócios.;Corações;MISC;lançam a primeira edição do;Food Delivery Series;MISC
O banco agora está aproveitando o serviço Apple Business Chat para oferecer aos clientes proprietários da Apple outra maneira de fazer perguntas.;Apple Business Chat;MISC;;Apple;ORG
O banco chinês XCMG, que pertence à Xuzhou Construction Machinery Group , iniciou hoje operações no Brasil.;Brasil;LOC;iniciou hoje operações no;XCMG;MISC
O banco chinês XCMG, que pertence à Xuzhou Construction Machinery Group , iniciou hoje operações no Brasil.;Brasil;LOC;;Xuzhou Construction Machinery Group;ORG
O banco chinês XCMG, que pertence à Xuzhou Construction Machinery Group , iniciou hoje operações no Brasil.;XCMG;MISC;que pertence à;Xuzhou Construction Machinery Group;ORG
Com sede em Pouso Alegre, no Sul de Minas, o banco contará também com escritório em São Paulo.;São Paulo;LOC;;Pouso Alegre;LOC
Com sede em Pouso Alegre, no Sul de Minas, o banco contará também com escritório em São Paulo.;São Paulo;LOC;;Sul de Minas;LOC
Com sede em Pouso Alegre, no Sul de Minas, o banco contará também com escritório em São Paulo.;Pouso Alegre;LOC;no;Sul de Minas;LOC
O banco de investimento do Itaú Unibanco criou um Núcleo Tech e ajuda da busca de aportes à estruturação de fundos imobiliários.;Itaú Unibanco;PER;criou um;Núcleo Tech;MISC
O cartão de crédito Digio agora pode ser cadastrado no Google Pay para realizar pagamento por aproximação com o celular.;Digio;PER;agora pode ser cadastrado no;Google Pay;MISC
O novo modelo de cartão, inaugurado no último mês, possui o contactless já presente na edição anterior para pagamentos por aproximação, e ainda tem tecnologia MTT, que permite pagar passagem em transportes públicos de São Paulo e Rio de Janeiro no crédito.;São Paulo;LOC;;MTT;MISC
O novo modelo de cartão, inaugurado no último mês, possui o contactless já presente na edição anterior para pagamentos por aproximação, e ainda tem tecnologia MTT, que permite pagar passagem em transportes públicos de São Paulo e Rio de Janeiro no crédito.;São Paulo;LOC;;Rio de Janeiro;LOC
O novo modelo de cartão, inaugurado no último mês, possui o contactless já presente na edição anterior para pagamentos por aproximação, e ainda tem tecnologia MTT, que permite pagar passagem em transportes públicos de São Paulo e Rio de Janeiro no crédito.;MTT;MISC;;Rio de Janeiro;LOC
O cartão de débito de criptomoeda altamente esperado da Binance, Binance Card, está oficialmente estreando em países do Espaço Econômico Europeu .;Binance;LOC; cartão de débito de criptomoeda altamente esperado da;Binance Card;PER
O cartão de débito de criptomoeda altamente esperado da Binance, Binance Card, está oficialmente estreando em países do Espaço Econômico Europeu .;Binance;LOC;;Espaço Econômico Europeu;ORG
O cartão de débito de criptomoeda altamente esperado da Binance, Binance Card, está oficialmente estreando em países do Espaço Econômico Europeu .;Binance Card;PER;está oficialmente estreando em países do;Espaço Econômico Europeu;ORG
O CEO da Ozone, Chris Michael declarou em comunicado à imprensa que a iniciativa ajudará bancos e fintechs a começarem a criar serviços de open banking antes dos prazos exigidos.;Ozone;ORG;CEO;Chris Michael;PER
O desembolso feito pelo maior banco privado do País ocorre após alguns problemas técnicos, que obrigaram a operação a ser suspensa para ajustes na conexão com o Banco do Brasil , administrador da linha.;País;LOC;;Banco do Brasil;ORG
O diretor-executivo do Itaú BBA, Cristiano Guimarães, afirmou na Live do Valor desta quarta-feira que, com a pandemia de coronavírus, operações de fusões e aquisições que antes não eram imaginadas podem se tornar possíveis, à medida que as empresas percebem a necessidade de reforçar a parte tecnológica e de encontrar sinergias.;Cristiano Guimarães;PER;diretor-executivo do;Itaú BBA;PER
O diretor-executivo do Itaú BBA, Cristiano Guimarães, afirmou na Live do Valor desta quarta-feira que, com a pandemia de coronavírus, operações de fusões e aquisições que antes não eram imaginadas podem se tornar possíveis, à medida que as empresas percebem a necessidade de reforçar a parte tecnológica e de encontrar sinergias.;Cristiano Guimarães;PER;afirmou na;Live do Valor;MISC
O diretor-executivo do Itaú BBA, Cristiano Guimarães, afirmou na Live do Valor desta quarta-feira que, com a pandemia de coronavírus, operações de fusões e aquisições que antes não eram imaginadas podem se tornar possíveis, à medida que as empresas percebem a necessidade de reforçar a parte tecnológica e de encontrar sinergias.;Itaú BBA;PER;;Live do Valor;MISC
Mark Suthern, chefe nacional de agricultura, diz Esperamos que este espaço proporcione a start-ups a oportunidade de desenvolver tecnologias novas e interessantes, acelerando seus negócios e liderando o Reino Unido em uma nova era de agricultura.;Reino Unido;LOC;;Mark Suthern;PER
O espanhol Grupo Santander disse que planeja unir os negócios Openbank e Santander Consumer Finance para criar um banco digital global de consumo.;Grupo Santander;PER;disse que planeja unir os negócios;Santander Consumer Finance;PER
O espanhol Grupo Santander disse que planeja unir os negócios Openbank e Santander Consumer Finance para criar um banco digital global de consumo.;Grupo Santander;PER;disse que planeja unir os negócios;Openbank;PER
O espanhol Grupo Santander disse que planeja unir os negócios Openbank e Santander Consumer Finance para criar um banco digital global de consumo.;Santander Consumer Finance;PER;;Openbank;PER
O estudo, realizado com consumidores do Brasil, México, Argentina e Colômbia, mostra que os primeiros subsídios governamentais foram essenciais para aumentar o acesso ao sistema bancário em toda a região.;Colômbia;LOC;;Argentina;LOC
O estudo, realizado com consumidores do Brasil, México, Argentina e Colômbia, mostra que os primeiros subsídios governamentais foram essenciais para aumentar o acesso ao sistema bancário em toda a região.;Brasil;LOC;;México;LOC
O estudo, realizado com consumidores do Brasil, México, Argentina e Colômbia, mostra que os primeiros subsídios governamentais foram essenciais para aumentar o acesso ao sistema bancário em toda a região.;Argentina;LOC;;México;LOC
O Auxílio Emergencial no Brasil, o Ingreso Solidario na Colômbia e o Ingreso Familiar de Emergencia da Argentina impulsionaram a criação de contas bancárias pelos usuários para o depósito do auxílio.;Ingreso Solidario;ORG;;Ingreso Familiar de Emergencia da Argentina;ORG
O Auxílio Emergencial no Brasil, o Ingreso Solidario na Colômbia e o Ingreso Familiar de Emergencia da Argentina impulsionaram a criação de contas bancárias pelos usuários para o depósito do auxílio.;Ingreso Solidario;ORG;na;Colômbia;LOC
O Auxílio Emergencial no Brasil, o Ingreso Solidario na Colômbia e o Ingreso Familiar de Emergencia da Argentina impulsionaram a criação de contas bancárias pelos usuários para o depósito do auxílio.;Ingreso Solidario;ORG;;Brasil;LOC
O Auxílio Emergencial no Brasil, o Ingreso Solidario na Colômbia e o Ingreso Familiar de Emergencia da Argentina impulsionaram a criação de contas bancárias pelos usuários para o depósito do auxílio.;Ingreso Solidario;ORG;;Auxílio Emergencial;MISC
O Auxílio Emergencial no Brasil, o Ingreso Solidario na Colômbia e o Ingreso Familiar de Emergencia da Argentina impulsionaram a criação de contas bancárias pelos usuários para o depósito do auxílio.;Ingreso Familiar de Emergencia;ORG;da;Argentina;LOC
O Auxílio Emergencial no Brasil, o Ingreso Solidario na Colômbia e o Ingreso Familiar de Emergencia da Argentina impulsionaram a criação de contas bancárias pelos usuários para o depósito do auxílio.;Brasil;LOC;no;Auxílio Emergencial;MISC
O estudo revela que devido aos programas de benefícios sociais criados para minimizar os impactos da Covid-19, a população não bancarizada em toda a América Latina teria sido América Latina e Caribe;Covid-19;MISC;;Caribe;LOC
O estudo revela que devido aos programas de benefícios sociais criados para minimizar os impactos da Covid-19, a população não bancarizada em toda a América Latina teria sido América Latina e Caribe;Covid-19;MISC;;América Latina;LOC
O estudo revela que devido aos programas de benefícios sociais criados para minimizar os impactos da Covid-19, a população não bancarizada em toda a América Latina teria sido América Latina e Caribe;Caribe;LOC;;América Latina;LOC
O executivo destacou que o iminente lançamento do PIX, sistema de pagamentos instantâneos do Banco Central, abre uma boa perspectiva para que a Bitz recupere qualquer tempo eventualmente perdido e ganhe terreno rapidamente.;Bitz;ORG;;Banco Central;LOC
O executivo destacou que o iminente lançamento do PIX, sistema de pagamentos instantâneos do Banco Central, abre uma boa perspectiva para que a Bitz recupere qualquer tempo eventualmente perdido e ganhe terreno rapidamente.;Bitz;ORG;abre uma boa perspectiva para;PIX;MISC
O executivo destacou que o iminente lançamento do PIX, sistema de pagamentos instantâneos do Banco Central, abre uma boa perspectiva para que a Bitz recupere qualquer tempo eventualmente perdido e ganhe terreno rapidamente.;Banco Central;LOC;sistema de pagamentos instantâneos do;PIX;MISC
A Bitz nasceu para usar o PIX.;Bitz;MISC;nasceu para usar o;PIX;MISC
O pedido é realizado no aplicativo Unicred Mobile disponível para Android e iOS e leva menos de cinco minutos para ser finalizado.;Unicred Mobile;MISC;disponível para;Android;MISC
Os embaixadores podem participar das atividades do grupo BYou, manifestar publicamente seu apoio e ser um ponto de acolhimento para as pessoas LGBTI+.;LGBTI+;MISC;;BYou;MISC
